,t-SNE dimension 1,t-SNE dimension 2,label,file
0,-17.14367,-5.8066683,2 (Classical + Jazz),asap___Bach_Fugue_bwv_846_Shi05M
1,-21.128496,-8.875466,2 (Classical + Jazz),asap___Bach_Fugue_bwv_848_Denisova06M
2,-21.198475,-8.618655,2 (Classical + Jazz),asap___Bach_Fugue_bwv_848_Lee01M
3,-21.991827,-7.7933097,2 (Classical + Jazz),asap___Bach_Fugue_bwv_848_LeeSH01M
4,-21.303757,-8.539565,2 (Classical + Jazz),asap___Bach_Fugue_bwv_848_Lin04M
5,-21.486914,-8.530009,2 (Classical + Jazz),asap___Bach_Fugue_bwv_848_Lou01M
6,-23.026577,-7.99635,2 (Classical + Jazz),asap___Bach_Fugue_bwv_848_MiyashitaM01M
7,-20.992838,-8.487858,2 (Classical + Jazz),asap___Bach_Fugue_bwv_848_Mizumoto03M
8,-22.199541,-8.335823,2 (Classical + Jazz),asap___Bach_Fugue_bwv_848_SunY01M
9,-21.447353,-8.423014,2 (Classical + Jazz),asap___Bach_Fugue_bwv_848_Zhou01M
10,-22.726913,-8.294606,2 (Classical + Jazz),asap___Bach_Fugue_bwv_854_LuA01M
11,-22.307364,-8.536545,2 (Classical + Jazz),asap___Bach_Fugue_bwv_854_MiyashitaM01M
12,-20.598318,-8.690209,2 (Classical + Jazz),asap___Bach_Fugue_bwv_854_Ozaki01M
13,-22.465082,-8.376357,2 (Classical + Jazz),asap___Bach_Fugue_bwv_854_Richardson01M
14,-21.941439,-8.500442,2 (Classical + Jazz),asap___Bach_Fugue_bwv_854_WangA01M
15,-22.892696,-7.566714,2 (Classical + Jazz),asap___Bach_Fugue_bwv_856_LuoJ01M
16,-20.734348,-6.3412895,2 (Classical + Jazz),asap___Bach_Fugue_bwv_857_Bult-ItoS02M
17,-20.05075,-6.617789,2 (Classical + Jazz),asap___Bach_Fugue_bwv_857_Lisiecki04M
18,-20.640144,-6.3351727,2 (Classical + Jazz),asap___Bach_Fugue_bwv_857_ToA01M
19,-20.866316,-5.8568273,2 (Classical + Jazz),asap___Bach_Fugue_bwv_857_WangA01M
20,-20.618683,-6.5816917,2 (Classical + Jazz),asap___Bach_Fugue_bwv_857_YuP01M
21,-21.331982,-5.4189706,2 (Classical + Jazz),asap___Bach_Fugue_bwv_858_VuV01M
22,-20.424648,-7.863138,2 (Classical + Jazz),asap___Bach_Fugue_bwv_858_Zhang01M
23,-21.68101,-8.034924,2 (Classical + Jazz),asap___Bach_Fugue_bwv_860_Ko04M
24,-21.257097,-7.998752,2 (Classical + Jazz),asap___Bach_Fugue_bwv_860_Nikiforov05M
25,-21.080807,-8.116633,2 (Classical + Jazz),asap___Bach_Fugue_bwv_860_Tetzloff04M
26,-22.088297,-8.020757,2 (Classical + Jazz),asap___Bach_Fugue_bwv_860_TuanS01M
27,-22.932434,-8.240658,2 (Classical + Jazz),asap___Bach_Fugue_bwv_860_YoungS01M
28,-21.29626,-8.213213,2 (Classical + Jazz),asap___Bach_Fugue_bwv_860_ZhangH04M
29,-18.80383,-5.8361835,2 (Classical + Jazz),asap___Bach_Fugue_bwv_862_Song04M
30,-20.15854,-5.4325223,2 (Classical + Jazz),asap___Bach_Fugue_bwv_863_LeeN01M
31,-17.835857,-5.6705017,2 (Classical + Jazz),asap___Bach_Fugue_bwv_863_Shychko01M
32,-20.050362,-5.505276,2 (Classical + Jazz),asap___Bach_Fugue_bwv_863_TongB01M
33,-22.763147,-7.597086,2 (Classical + Jazz),asap___Bach_Fugue_bwv_864_SunD01M
34,-20.979408,-8.214243,2 (Classical + Jazz),asap___Bach_Fugue_bwv_865_Teo01M
35,-22.171743,-7.6929016,2 (Classical + Jazz),asap___Bach_Fugue_bwv_865_ZhangE01M
36,-20.184204,-5.3894653,2 (Classical + Jazz),asap___Bach_Fugue_bwv_867_HuNY01M
37,-18.634632,-5.8960633,2 (Classical + Jazz),asap___Bach_Fugue_bwv_867_Sham01M
38,-19.785688,-6.0616965,2 (Classical + Jazz),asap___Bach_Fugue_bwv_868_GonzalezJ05M
39,-22.275042,-8.282941,2 (Classical + Jazz),asap___Bach_Fugue_bwv_870_ChenW01M
40,-22.532854,-8.16704,2 (Classical + Jazz),asap___Bach_Fugue_bwv_870_LeeE01M
41,-20.938807,-8.86701,2 (Classical + Jazz),asap___Bach_Fugue_bwv_870_MaximovI01M
42,-20.34748,-7.885028,2 (Classical + Jazz),asap___Bach_Fugue_bwv_873_Lisiecki13M
43,-17.846466,-5.0276313,2 (Classical + Jazz),asap___Bach_Fugue_bwv_874_BianF01
44,-17.605425,-5.7631435,2 (Classical + Jazz),asap___Bach_Fugue_bwv_874_Kurz01M
45,-16.938656,-5.7535872,2 (Classical + Jazz),asap___Bach_Fugue_bwv_874_WongWY01M
46,-19.15966,-6.4284286,2 (Classical + Jazz),asap___Bach_Fugue_bwv_875_Ahfat01M
47,-21.475315,-6.88439,2 (Classical + Jazz),asap___Bach_Fugue_bwv_875_CaoJ01M
48,-20.10911,-5.700936,2 (Classical + Jazz),asap___Bach_Fugue_bwv_876_SirajA01M
49,-19.646881,-7.2383933,2 (Classical + Jazz),asap___Bach_Fugue_bwv_876_Song01M
50,-22.423634,-8.287486,2 (Classical + Jazz),asap___Bach_Fugue_bwv_880_LeungR01M
51,-21.534805,-8.432626,2 (Classical + Jazz),asap___Bach_Fugue_bwv_880_WangA04M
52,-20.050594,-5.513035,2 (Classical + Jazz),asap___Bach_Fugue_bwv_883_GuoE01M
53,-21.84975,-6.699135,2 (Classical + Jazz),asap___Bach_Fugue_bwv_883_Herbert02
54,-22.07952,-7.8502483,2 (Classical + Jazz),asap___Bach_Fugue_bwv_883_KaiRuiR03
55,-19.350183,-5.755036,2 (Classical + Jazz),asap___Bach_Fugue_bwv_883_Khmara04
56,-22.689466,-7.275506,2 (Classical + Jazz),asap___Bach_Fugue_bwv_883_LuM01M
57,-22.008194,-8.240782,2 (Classical + Jazz),asap___Bach_Fugue_bwv_884_LiA01M
58,-20.713758,-8.354847,2 (Classical + Jazz),asap___Bach_Fugue_bwv_885_Guo01M
59,-20.62594,-7.3113737,2 (Classical + Jazz),asap___Bach_Fugue_bwv_885_Huang04M
60,-22.775307,-7.5984726,2 (Classical + Jazz),asap___Bach_Fugue_bwv_885_JeonH01M
61,-21.368364,-8.534509,2 (Classical + Jazz),asap___Bach_Fugue_bwv_885_SINKEV06
62,-20.53898,-5.3472543,2 (Classical + Jazz),asap___Bach_Fugue_bwv_887_LiYZ01M
63,-22.871494,-8.199404,2 (Classical + Jazz),asap___Bach_Fugue_bwv_888_ZhaoK01M
64,-20.739195,-8.2285385,2 (Classical + Jazz),asap___Bach_Fugue_bwv_889_Giesbrecht01M
65,-21.599472,-8.078796,2 (Classical + Jazz),asap___Bach_Fugue_bwv_889_LiuY01M
66,-22.881992,-7.273465,2 (Classical + Jazz),asap___Bach_Fugue_bwv_889_MunA01M
67,-20.330256,-8.242691,2 (Classical + Jazz),asap___Bach_Fugue_bwv_889_Wang01M
68,-22.029978,-7.5969152,2 (Classical + Jazz),asap___Bach_Fugue_bwv_889_YangY02M
69,-21.718924,-7.7773056,2 (Classical + Jazz),asap___Bach_Fugue_bwv_889_ZhangW02M
70,-20.31033,-7.0687165,2 (Classical + Jazz),asap___Bach_Fugue_bwv_891_Duepree06M
71,-18.33668,-6.3765845,2 (Classical + Jazz),asap___Bach_Fugue_bwv_892_Hou01M
72,-20.151405,-5.3003087,2 (Classical + Jazz),asap___Bach_Fugue_bwv_892_KabuliL01M
73,-20.756306,-8.52597,2 (Classical + Jazz),asap___Bach_Fugue_bwv_893_Kleisen04M
74,-21.535784,-8.734236,2 (Classical + Jazz),asap___Bach_Fugue_bwv_893_Levitsky04M
75,-22.471622,-6.7812943,2 (Classical + Jazz),asap___Bach_Fugue_bwv_893_Wong01M
76,-16.38639,-6.053581,2 (Classical + Jazz),asap___Bach_Prelude_bwv_846_Shi05M
77,-21.233854,-9.101712,2 (Classical + Jazz),asap___Bach_Prelude_bwv_848_Denisova06M
78,-20.92537,-8.660857,2 (Classical + Jazz),asap___Bach_Prelude_bwv_848_Lee01M
79,-22.201477,-8.852918,2 (Classical + Jazz),asap___Bach_Prelude_bwv_848_LeeSH01M
80,-21.029116,-8.756129,2 (Classical + Jazz),asap___Bach_Prelude_bwv_848_Lin04M
81,-21.085075,-8.898016,2 (Classical + Jazz),asap___Bach_Prelude_bwv_848_Lou01M
82,-22.855122,-8.663717,2 (Classical + Jazz),asap___Bach_Prelude_bwv_848_MiyashitaM01M
83,-20.572065,-8.876216,2 (Classical + Jazz),asap___Bach_Prelude_bwv_848_Mizumoto03M
84,-22.087347,-9.124583,2 (Classical + Jazz),asap___Bach_Prelude_bwv_848_SunY01M
85,-21.380478,-9.140929,2 (Classical + Jazz),asap___Bach_Prelude_bwv_848_Zhou01M
86,-21.314814,-5.781129,2 (Classical + Jazz),asap___Bach_Prelude_bwv_854_LuA01M
87,-21.18818,-6.3197193,2 (Classical + Jazz),asap___Bach_Prelude_bwv_854_MiyashitaM01M
88,-18.895523,-6.329047,2 (Classical + Jazz),asap___Bach_Prelude_bwv_854_Ozaki01M
89,-20.842916,-5.663502,2 (Classical + Jazz),asap___Bach_Prelude_bwv_854_Richardson01M
90,-21.108139,-6.014095,2 (Classical + Jazz),asap___Bach_Prelude_bwv_854_WangA01M
91,-22.781832,-8.605125,2 (Classical + Jazz),asap___Bach_Prelude_bwv_856_LuoJ01M
92,-20.80163,-5.6945915,2 (Classical + Jazz),asap___Bach_Prelude_bwv_857_Bult-ItoS02M
93,-17.685581,-6.0596066,2 (Classical + Jazz),asap___Bach_Prelude_bwv_857_Lan01M
94,-19.143103,-5.2750497,2 (Classical + Jazz),asap___Bach_Prelude_bwv_857_Lisiecki04M
